number,href,title,ingredients,preparation
1002,"https://simple-veganista.com/raw-chocolate-pudding-3-ways/","RAW CHOCOLATE AVOCADO PUDDING (3 FLAVORS)"," Chocolate Avocado Pudding Base
1 large avocado (or 2 small), skin and seed removed
1 ripe banana, peeled
3 - 4 tablespoons cacao powder
3 - 4 tablespoons pure maple syrup, coconut nectar or date syrup
1 teaspoon vanilla extract
1/4 teaspoon cinnamon, optional
Orange Chocolate Avocado Pudding
1/2 cup fresh squeezed orange juice, + more as needed
1 teaspoon or so orange zest, optional
Chocolate Espresso Avocado Pudding
1 teaspoon instant espresso powder","Instructions In a blender, combine the base pudding ingredients (along with any one of the optional flavor combinations) and blend until creamy, stopping to scrape down the sides as needed. Add water, a few tablespoons at a time, as needed for desired consistency. Typically I use 1/2 cup of water, unless making the orange flavored. Taste for flavor and adjust accordingly.
Pudding can be served at room temp, but I find it's best when chilled in the refrigerator for a couple hours.
Serve: Top with a dollop of whipped coconut cream and shaved dark chocolate, cacao nibs or carob chips.
Serves 2
Store: Leftovers can be stored in an airtight container in the refrigerator for 4 - 5 days. To freeze, store in popsicle molds for best results, can be kept in the freezer for up to 2 months."
1302,"https://simple-veganista.com/chocolate-chai-popcorn-stove-top/","CHAI CHOCOLATE POPCORN (STOVETOP)"," 3 tablespoons coconut oil
1/2 cup popcorn (pref. organic)
1 tablespoon sugar (coconut sugar or organic cane sugar)
1 tablespoon cocoa powder
1 1/2 teaspoons cinnamon
1 teaspoon cardamom
1 teaspoon ground ginger
1/2 teaspoon clove or nutmeg
pinch of mineral salt + pepper, optional","Instructions Spices: In a small bowl, mix your spices. Feel free to use heaping measurements.
Heat oil: In a large stock pot, add coconut oil, cover and heat over medium high heat for about 2 1/2 minutes.
Add popcorn: Pour popcorn into pot and cover with lid, let cook for 2 - 3 minutes, carefully shaking the pot back and forth almost continuously. Popcorn will be done when you don't hear kernels popping for 5 - 10 seconds.
Add spice: Once popping comes to a minimum, lift lid, add spices, cover tightly, carefully lift pot and tilt, round and round, upside down, every which way you can.
Serve: Enjoy right from the pot or pour popcorn in a large bowl or small individual bowls.
Makes about 12 to 14 cups
Store: Leftovers can be stored in containers or ziplock baggies for 1 - 2 weeks. Be sure to remove as much as possible, and keep moisture away, to keep it from going stale too soon."
1332,"https://simple-veganista.com/white-chocolate-goji-berry-truffles/","GOJI BERRY + WHITE CHOCOLATE TRUFFLES"," 4 oz raw cacao butter, melted
1 cup raw cashews, soaked 2 hours and drained
7 medjool dates, pitted
1 vanilla bean, seeds scraped (optional)
1 teaspoon vanilla extract
dash of himalayan salt
1/3 cup goji berries
For rolling
1/4 - 1/3 cup shaved cacao butter or unsweetened shredded coconut","Instructions Melt cacao: Place the raw cacao butter in a small saucepan and heat on the lowest setting. Keep an eye on it while you start putting the rest of the truffles together, swish it around every once in a while. At this low temperature it won't burn and should melt completely within 5 minutes or so. Once melted, turn off heat and set aside until ready to use. Alternatively, melt in the microwave using 30 second intervals, stirring after each until melted.
Blend: Combine the cashews, dates, vanilla bean seeds, vanilla extract and salt into your food processor/blender and blend until completely combined and you have a smooth consistency. With equipment turned off, slowly add the melted cacao butter and blend again until combined.
Add berries: Transfer truffle mixture into a small bowl, mix in the goji berries.
Chill and roll: Place mixture in the refrigerator for about 30 minutes. Scoop out rounded tablespoons of dough and roll into balls with the palms of your hand, washing hands as needed in between balls. Roll in shaved cacao butter or shredded coconut.
Makes about 14
Store: Store in an airtight container on the counter for up to one week, refrigerator for up to three weeks or so, or freeze for much longer storage."
133,https://veganuary.com/recipes/rhubarb-and-strawberry-crisp-with-vanilla-whip/,Rhubarb and Strawberry Crisp with Vanilla Whip,"6 cups rhubarb, chopped | 1 cup organic apple or white grape juice [250ml] | 2 Tbsp rice malt syrup | 1 tsp cinnamon | 3 Tbsp kuzu (gluten free starch) | 2 cups strawberries, hulled and quartered [UK 1lb / 454g] | 2 cups rolled oats [UK 1lb / EU 454g] | ? cup hazelnut or almond flour [UK 4oz / 113g] | ? tsp cinnamon | Pinch of sea salt | 2/3 cup maple sugar [UK 5.2oz / 151g] | ? cup safflower or sunflower oil [UK ? pint / 125ml] | * 1 pack silken tofu | * 1/3 cup maple syrup [UK 2.8 fl oz / 83ml] | * 1 Tbsp olive, sunflower or safflower oil | * 1 Tbsp soymilk | * 1 ? teaspoons vanilla extract [7.5ml] | * 1 tsp lemon juice | * Pinch sea salt","Preparation To make the whip: Add all ingredients marked with (*) to a blender and cream until very smooth. Refrigerate at least two hours before serving. Method Preheat oven to 200�C / 400�F / Gas Mark 6 Combine rhubarb, ? cup [187.5ml] apple juice, rice malt and cinnamon in a saucepan. Bring to a boil, reduce heat, and simmer 5 minutes. Dissolve kuzu in remaining ? cup [62.5ml]� juice. Add to the rhubarb and cook for 3 minutes. Remove pan from heat, cool slightly, and add strawberries. Pour fruit into an 8?8� (20cm) glass baking dish and set aside. Combine oats, nut flour, cinnamon, salt and maple sugar in a mixing bowl. Add oil and mix thoroughly. Sprinkle the crisp topping over the fruit. Bake for 20 minutes, or until golden brown. Serve warm or at room temperature."
213,https://veganuary.com/recipes/sloe-gin-fizz-cocktail/,Sloe Gin Fizz Cocktail,100ml sloe gin | 3 tbs lemon juice | 2 tbs sugar syrup | 50ml OGGS� Aquafaba | 100ml soda water | 6-8 ice cubes,Method 1. Fill two small tumblers with 2 ice cubes 2. Add all of the ingredients into a dry shaker (no ice) apart from the soda water. 3. Give the shaker a good shake for 15 seconds 4. Add 4 ice cubes to the shaker and continue to shake for another 15 seconds. 5. Strain over your prepared glasses and use a spoon to tease out any spare froth at the bottom 6. Top with soda water!
273,https://veganuary.com/recipes/chocolate-date-flapjack/,Chocolate and Date Flapjack,"200g rolled oats | 250g of dates, finely chopped or whizzed in a food processor | 100g bar of dairy-free chocolate, cut/broken into pieces | 60g dairy-free spread | 3 tablespoons of agave nectar/maple syrup | 1 heaped tablespoon of desiccated coconut","Method Preheat the oven to 180 degrees C, and spray a medium-sized rectangular dish with oil Put the dairy-free spread and syrup in a pan and heat gentle until melted Add the dates and desiccated coconut and stir before switching off the heat Add the oats, and mix thoroughly until the mixture is evenly coated Add the chocolate, and also the fine dust/crumbs left over from breaking it up Mix into the mixture, don�t worry if it begins to melt, this will help to bind the mixture Spoon into your dish, and press it down as much as possible with the back of a spoon Bake for 20-25 minutes depending on your preferred consistency (longer for crunchier) Remove from the oven, allow to cool to room temperature Place in the fridge for an hour or so to firm up enough for cutting Cut into 12 slices and enjoy! Notes For the dish size, I used one that�s 18cm x 23cm but sizes can vary slightly. �You may have to adjust cooking times if the overall size is much different as smaller dishes will make a thicker flapjack that may need cooking longer. If you want to, you can remove the flapjack from the oven about 15 minutes into the cooking time, and carefully turn it out onto a flat baking sheet, so as to cook it more evenly on the underside. �This isn�t essential though, and if you do decide to, be very careful as it will still be quite crumbly."
283,https://veganuary.com/recipes/summer-pudding/,Summer Pudding,"6 large slices of bread, crusts removed | 100g / 3? oz sugar | 75ml / 2.5 fl oz water | 700g / 1? lb soft fruit (e.g. strawberries, raspberries, blueberries, blackberries, redcurrants, blackcurrants)","Method Cut the bread into neat fingers. Slowly heat the sugar and water together in a saucepan over a low heat until the sugar dissolves. Add the fruit and simmer gently for about 7-10 minutes. Reserve a few spoonfuls of juice. Line the base and sides of a 1 litre basin with bread fingers. Add half of the hot fruit and cover with more bread fingers. Pour in remaining fruit and top with the remaining bread. Cover with a saucer or plate and place a heavy weight on top. Refrigerate overnight. Turn out onto a plate. If there are any white patches, spoon a little of the reserved juice over them. Serve with your favourite vegan cream or ice cream alternative. Elderflower sorbet would make a light, refreshing, summery accompaniment."
313,https://veganuary.com/recipes/cherry-pie/,Cherry Pie,"8oz/226g plain flour | 4oz/113 fat (I used a half/half ratio of vegan butter to vegetable fat) | 2oz/56g aquafaba (liquid drained from a can of chickpeas) plus more for brushing | 1oz/28g caster sugar | 300g cherries, pitted | 2 tbsp caster sugar | 2 tsp vanilla extract","Preparation Preheat the oven to 350f. Get a 7 inch pie dish ready. Method Start by making the pastry. In a large mixing bowl add the flour and fat. Using your hands rub the fat through the flour until the mixture resembles a coarse sand. Stir in the sugar. Make a well in the middle of the flour then add the aquafaba, using a wooden spoon to mix it all together. Lightly flour your kitchen surface, then plop the dough out of the bowl. Knead lightly for around 5 minutes until the pastry is smooth. Roll into a ball and place in a ziplock bag. Chill the pastry in the fridge for at least 1 hour. Whilst the pastry is chilling, start on the cherry filling. Pit the cherries � I find the easiest way is to use an empty wine bottle and a chopstick. Place 1 cherry in the opening of the wine bottle and use the sharp end of the chopstick to push out the pit. Once all the cherries are pitted add them to a saucepan with the 2 tablespoons of sugar and vanilla extract. Cook on a medium-low heat until the juices run out and the fruit is soft. Set aside to cool. Divide the pastry into two equal parts.Flour your surface and roll out one piece of pastry into an 8 inch circle and carefully lay it over the pie dish. Using your fingers press the pastry into the dish. Cut away the excess pastry. Scoop out the cherries using a slotted spoon, making sure not too take too much of the juice, into the pie casing. Roll out your second piece of dough and carefully lay it over the top of the pie. Using your thumb press all the way around the edge of the dish to seal the pastry. Cut away the excess pastry. Then using your finger, press the thumb sealed part inwards to make a little flute. If you want to, you can use your excess pastry to make a little decoration! Cut two slits in the top of the pie crust then brush it with a little aquafaba. Bake the pie in the oven for 25 minutes or until golden brown, rotating half way."
343,https://veganuary.com/recipes/peanut-butter-tahini-and-chocolate-chip-cookies/,"Peanut Butter, Tahini and Chocolate Chip Cookies","1 tsp psyllium husks, or 1 T flax seeds | 4 Tbsp water | 200g plain white flour | 1/2 tsp baking soda | ? t baking powder | ? tsp fine sea salt | 100g vegan butter, at room temperature | 100g caster sugar | 100g light brown sugar | 2 Tbsp soy milk | 130g smooth peanut butter (try to use 100% peanut varieties if you can) | 50g light tahini | 160g vegan dark chocolate | 2 Tbsp white sesame seeds | Pinch flaky sea salt","Method In a small bowl whisk together the ground psyllium husks/ground flax seeds with the water. Set aside to thicken into your egg mixture. In a medium bowl, mix together the flour, baking soda, baking powder and salt. Set aside. In the bowl of a stand mixer, beat together the vegan butter, sugars, soy milk and psyllium/flax egg mixture until smooth and fluffy. Add the peanut butter and tahini and beat for another few minutes. Add the flour mixture and beat gently until just combined. Finally add the chocolate chips, reserving a small handful for decorating the top of the cookies later. Cover the dough with cling film and place in the fridge for 30 minutes. Preheat the oven to 170c and line two baking trays with baking parchment. Using a cookie dough scoop or a tablespoon, place scoops of dough around the size of walnuts on the prepared baking trays with a few inches between each cookie. You should fit 10 per tray. Top each cookie with a couple of the reserved chocolate chips. Sprinkle the tops of the cookies with the sesame seeds and the flaky sea salt. Gently press down each ball of dough with a fork. Don�t worry about making a pattern or design on top � this will disappear as they bake. Bake for 20 minutes, being careful not to let the cookies burn on the edges. Remove from the oven and leave to cool fully on a wire cooling rack. Once cooled, serve and enjoy! Did you enjoy these cookies? Explore more of our vegan sweet treats!�"
433,https://veganuary.com/recipes/christmas-mincemeat-slice/,Christmas Mincemeat Slice,"160g soya margarine | 95g soft brown sugar | 2tsp cardamom, ground | 250g wholemeal plain flour | 125g porridge oats | 1 x 340g jar vegan mincemeat (one from Meridian is widely available)","Method Preheat the oven to 180C. Line an 11?7? flapjack tin with baking parchment and set aside. Place the margarine, sugar and cardamom in a small non-stick pan over a low heat, until the margarine has melted and the sugar has dissolved. Meanwhile, in a large mixing bowl combine the flour and oats. When the margarine mixture is ready pour into the flour and oats and mix well. The mixture will look like rough bread crumbs rather than a dough so don�t panic if it feel a little dry. Spoon half the mix into the prepared tin and press down well to form the base of the slice. Next spread the mincemeat over in an even layer. Sprinkle over the remaining flour mixture and place into the oven. Bake for 20-25 minutes until the top is lightly golden. Remove from the oven and cool. Cut into pieces and enjoy. Best served with a spoon of vanilla soya yogurt and a cup of Earl Grey. Quick dull health and safety note: The mincemeat achieves a temperature close to lava so don�t give in to temptation and try and sample too soon!! Let it cool for a good ten minutes at least."
453,https://veganuary.com/recipes/coffee-and-walnut-cake/,Coffee and Walnut Cake,"For the cake: | 100g/4oz dairy-free spread/margarine | 150g/6oz soft brown sugar | 200g/8oz self-raising flour | 1 tsp baking powder | 1 tsp bicarbonate of soda | 1 tbsp instant coffee granules dissolved in 200ml/8 fl oz boiling water (or cooled espresso/filter coffee) | 1 tsp white wine or cider vinegar | 1 tsp xanthan gum* | 100g/4oz roughly chopped nuts (walnuts, pecans, or hazelnuts) � reserve 25g/1 oz to top the cake | For the vegan butter-cream icing/frosting: | 1 tbsp coffee dissolved in 3 tbsp boiling water | 200g/8oz icing sugar | 50g/2oz dairy-free spread/margarine, softened","Method Make up the coffee and set to one side to cool. Pre-heat the oven to 170C/160C Fan/325F/Gas3. Cream the spread and sugar. Add all of the remaining ingredients (reserving 25g/1oz of the nuts) and mix until just combined. Divide the mixture between 2 greased and lined 7? sandwich tins. Bake for 20-25 mins until the cakes are firm and spring back slightly if pressed gently in the centre. Turn out onto a wire rack and remove the greaseproof paper. Allow to cool before icing. Soften the spread in a bowl and stir in the icing sugar. Mix together, adding just enough of the coffee to make a thick, spreadable icing. Spread in the middle and on top of the cake. Decorate the top of the cake with the remaining nuts. Suitable for freezing. Love this recipe? Want more like this? Sign up to Veganuary for delicious recipes, our celebrity meal plans, nutritional advice and so much more. The best part is it�s 100% free! *I made this cake as an experiment, to try out the tub of xanthan gum I had recently bought. Xanthan gum is a binder and emulsifier which is often used in gluten-free baking � it can be found in the baking or free-from section of most big supermarkets."
563,https://veganuary.com/recipes/cherry-compote/,Cherry Compote,2lbs ripe black cherries | 3 tbsp caster sugar | 1 tsp vanilla extract,"Method Stone and halve the cherries, place in a heavy bottomed pan and stir in the sugar. Leave for half an hour to let the sugar draw the juices. Add the vanilla extract and place the pan on a medium heat, stir from time to time.� When the fruit has softened take off the heat and leave to cool before storing in the fridge. Perfect with plenty of vanilla soya yogurt as a quick pudding, or with chocolate overnight oats as a decadent breakfast."
603,https://veganuary.com/recipes/macadamia-goji-bliss-balls/,Macadamia Goji Bliss Balls,"10 dates, pitted | 50g ground almonds | 2 tbsp raw cacao (or cocoa powder) | 1 tbsp maple syrup | 2 tsp solid coconut oil | Pinch Himalayan pink salt | 30g macadamia nuts, chopped small | 30g goji berries | 30g desiccated coconut","Preparation Serves: 12 Method Put the dates, ground almonds, raw cacao, maple syrup and coconut oil in a food processor and pulse on a slow speed to begin with. The ingredients should start to clump together; once this happens you can increase the speed to create a smooth paste. Combine the mixture in a bowl with the macadamia nuts and goji berries. Roll into small balls and coat with the coconut. Store in an airtight container in the fridge."
613,https://veganuary.com/recipes/pear-and-coconut-crumble/,Pear and Coconut Crumble,"4-6 large, ripe pears | 6 tbsp coconut oil (or margarine) | 10 tbsp coconut sugar (or other unrefined sugar) or maple syrup | Juice of half a lemon | 2 cups coconut cream | Dusting of ground ginger | Crumble: | 1/3 cup solid coconut oil (or margarine, but coconut is better) | ? cup coconut sugar (or other unrefined sugar) | 2 cups jumbo oats | 1/3 cup desiccated coconut | ? cup 80% dark chocolate, broken into pieces (ginger chocolate is especially good!)","Method Preheat the oven to 350F/180C. Peel the pears, cut in half, and remove the stalks and seeds. Drizzle with lemon juice to stop browning. Melt coconut oil (or margarine) in a pan, and add the pear halves. Add the sugar, and allow to caramelise. After about fifteen minutes, add the coconut cream. Place the contents into a casserole dish. It will look like there�s too much liquid, but don�t worry, as it will be absorbed by the crumble. Make the crumble: I prefer not to use flour in my crumble as I�m gluten free, but if you�d like it, use about 80g flour, and half the amount of oats. Rub the oil or margarine into the oats. Add the sugar and desiccated coconut. Add the pieces of chocolate and mix well. Place the mixture onto the top of the pears. Bake for 45 minutes. Serve with soya cream or soya ice cream."
643,https://veganuary.com/recipes/pomegranate-cheesecake/,Vegan Pomegranate Cheesecake,For the crust:� | 300g vegan gingerbread biscuits�� | 180g plant-based butter�� | ??tsp?salt� | For the cheesecake:� | 2 packs Violife Creamy Original (or your favourite vegan cream cheese) | 100g canned coconut milk�� | 2g agar-agar�� | 2tbsp maple syrup� | 1 tbsp lemon juice� | 1 tsp vanilla essence� | For the pomegranate syrup:� | 300ml pomegranate juice� | 3tbsp cornstarch�� | Pomegranate seeds to garnish��,"Method Place the gingerbread biscuits in a blender and blitz until they form a powder. Add in the butter and the salt and blitz again until combined.�� Place in 6 individual greased tart tins and smooth over the base with the back of a spoon. Place in the fridge to set.�� Meanwhile, in a small pot on low heat dissolve the agar-agar in the coconut milk, whisking constantly. Once it comes to a boil, remove from heat and set aside.�� In a large bowl mix the rest of the ingredients and slowly pour over the warm coconut milk, whisking until combined and creamy. Divide evenly amongst the tart tins and place in the fridge for 4 hours.�� In a small bowl combine 100ml pomegranate juice with the cornstarch. Place the rest of the juice in a small pot and bring to a boil for 5 minutes. Pour in the cornstarch and pomegranate mixture and whisk for a further 5 minutes, until a syrup starts to form. Allow to cool.�� When the �c*****cakes� have set, remove from the tins and serve on plates. Pour the pomegranate syrup on top and sprinkle with pomegranate seeds.��"
743,https://veganuary.com/recipes/rhubarb-and-apricot-kernel-pudding/,Rhubarb And Apricot Kernel Pudding,"3 rhubarb stalks, roughly chopped | 2 medjool dates | 1/2c dairy free milk | 1 heaped tablespoon of apricot kernel butter","Method Put a splash of water in a small saucepan, add the rhubarb and dates, put the lid on and simmer for 5-10 minutes until the rhubarb is soft. Put the rhubarb and dates on a plate to cool. Once cool take the dates and blend with the milk and kernel butter. Pour this into a bowl and top with the rhubarb."
1093,https://simple-veganista.com/blackberry-cobbler/,Southern Blackberry Cobbler (Vegan + Easy),"1 cup flour | 1/2 cup sugar | 1 heaped teaspoon baking powder | 1/4 teaspoon cinnamon | 1 cup unsweetened vanilla plant milk, warmed if using coconut oil | 1/3 cup coconut oil or vegan butter/margarine, warmed to liquid state | 2 � 3 cups (about 12oz.) blackberries, fresh or frozen","Instructions Preheat oven to 350 degrees F. Batter: In a medium bowl, whisk together the flour, sugar, baking powder, and cinnamon. Be sure to warm your milk if using coconut oil before using or it will harden the coconut oil when combined. Add milk and mix well. Add oil/butter, mix well again. Assemble: Pour batter into an 8-inch baking dish. Drop blackberries into the batter, distributing evenly all over. Push down some of the blackberries into the batter, then add more over top. Sprinkle a little pure cane sugar over top if you like. I would refrain from using coconut sugar as it may burn. If you want to add coconut sugar, sprinkle some at least halfway through baking time. Bake: Place in oven on the middle rack and bake for 40 � 45 minutes. Let cool a few minutes and serve. Serve: Pair with a scoop of non-dairy vanilla ice cream for dessert and a scoop of vanilla non-dairy yogurt for breakfast (yes, this would be a fine way to start your day!) Serves 6 Store: Leftovers can be stored in the refrigerator for up to 5 days. Warm serving portions in the microwave or oven set to 350 for 10 � 15 minutes."
1153,https://simple-veganista.com/raw-ginger-snaps/,RAW GINGER SNAPS,"1 cup oats, regular or quick | 1/2 cup raw almonds | 1/4 cup pure maple syrup or 3/4 cup dates (7- 8), pitted and chopped | 1 1/2 teaspoons ginger powder | 1 tablespoon unsulphured organic molasses | 1/2 teaspoon vanilla | 1/4 teaspoon cinnamon | 1/8 teaspoon nutmeg or ground cloves | 1/8 teaspoon salt | for rolling, optional | raw sesame seeds | cinnamon | shredded coconut","Instructions Blend into flour: Combine oats and almonds in the bowl of a food processor, blend until you get a fairly fine consistency, doesn�t have to be perfect. Add remaining ingredients: Add the rest of the ingredients, blend until combined and dough like consistency, about 1 minute, stopping to scrape down the sides as needed. If for any reason you added more oats or nuts/seeds and you feel it is too dry, try adding 1 tablespoon of water at a time to get desired consistency. Chill: Place mixture in the refrigerator for about 20 minutes or so to help stiffen the dough for rolling. Roll: Using a 1 tablespoon measuring spoon, scoop up rounded tablespoons of dough and roll into 1 inch balls. Finishing touch: Roll the truffles in choice of cacao powder, shredded coconut, cinnamon or white sesame seeds for a more finished look.� Makes 12 truffles Store: Keep refrigerated and enjoy within two weeks or so. For longer storage, keep in the freezer for up to 2 � 3 months. Let thaw in the refrigerator."
1183,https://simple-veganista.com/strawberry-chocolate-protein-milkshake/,Vegan Strawberry Milkshake,"1 cup frozen strawberries | 1 frozen banana, peeled and cubed | 1 cup unsweetened almond milk (plain or vanilla) | 1 tablespoon pure maple syrup or pitted medjool date | 1 teaspoon vanilla | Optional add-ins: | 1 tablespoon cocoa/cacao powder, optional | 1 scoop protein powder, optional | Optional toppings: | dairy-free whipped cream | shredded coconut | cacao nibs",Instructions Place ingredients into the blender cup and blend until combined. Pour into individual glasses and top with optional toppings. Serves 1
1273,https://simple-veganista.com/almond-chunky-monkey-ice-crea/,Vegan Almond Chunky Monkey Ice Cream,"3 frozen bananas, cut into chunks | 3 tablespoons almond butter, or any nut butter of choice | 1/4 cup almonds, cut in half | dark chocolate, either in chips or bars broken into pieces*","Instructions In a food processor (or blender), place frozen banana pieces and almond butter, blend until a fairly smooth consistency stopping every now and then to scrape down the sides and push the mixture to the bottom of the processor. Serve in bowls and top with, or incorporate, the chocolate pieces and almonds while blending, use as much as you like.� Serves 2 � 3 Enjoy right away as a soft serve or freeze to harden like ice cream. To freeze, store in sealed freezer-safe containers. It will take about 6 hours to fully harden. Will last for up to 2 � 3 months."
1333,https://simple-veganista.com/coconut-lemon-bombs/,LEMON COCONUT ENERGY BITES,"1 cup raw cashews | 1/3 cup buckwheat groats (not toasted kasha) | 1/3 cup rolled oats | 1/4 cup unsweetened shredded coconut flakes | 2 medium lemons (zest of 2, juice of 1) | 7 � 8 medjool dates, pitted and chopped | pinch of mineral salt, optional | For rolling | 1/4 � 1/2 cup shredded coconut flakes","Instructions Place cashews, buckwheat groats and oats in food processor and blend until a medium to fine grind (doesn�t have to be perfect). The buckwheat may stay a bit chunky so if you�re looking for a smooth center use all oats. Add the coconut, lemon zest + juice, and dates, blend, stopping once or twice to scrape down the sides, until you have a doughy consistency. If you find your dough is a bit too dry try adding more fresh squeezed lemon juice, 1 tablespoon at a time. Chill dough for about 20 � 30 minutes (this will help stiffen the paste for rolling). Roll into 1 inch balls, then roll in coconut flakes. Makes approx. 14 � 18 balls Store: Keep in an airtight container in the refrigerator for 1 � 2 weeks. For longer storage, freeze for up to 2 � 3 months."
1343,https://simple-veganista.com/supreme-black-bean-brownie-cups-peanut-butter-swirl/,EASY BLACK BEAN BROWNIES (VEGAN + GLUTEN FREE),"1 can (15 oz.) black beans, drained and rinsed | 1/2 heaping cup cocoa powder | 1/2 cup pure maple syrup | 3 tablespoons coconut* or neutral-flavored oil (or applesauce) | 1 heaping teaspoon baking powder | 2 teaspoons vanilla extract | 2 flax eggs (2 tablespoons flaxseed meal + 5 tablespoons water) | 1/4 cup semi-sweet chocolate morsels | 12 teaspoons natural peanut butter or almond butter (divided), chilled","Instructions Preheat oven to 350 degrees F. Make your flax egg in a small bowl by combining the flax-seed meal and water, mix well. Place in refrigerator for at 5 � 7 minutes to set. Should be thick and goupy when ready. Prepare your muffin tin by lightly greasing it with oil. Use muffin liners if you prefer. In a food processor/blender, add black beans, flax-eggs, cocoa powder, maple syrup, oil, baking powder, and vanilla. Blend until creamy stopping to scrape down the sides as needed. The batter should be about the consistency of pudding, not too thick, not too thin. Mix in chocolate chips. Fill each cup about 1/4 � 1/3 full. Use any remaining batter to make sure all tins are equally filled. Place 1 teaspoon of chilled nut butter in the center of each cup. Using a toothpick, chopstick, or something pointy, swirl the nut butter into the chocolate. Place in oven on middle rack and bake for 22 � 25 minutes. Let cool about 15 � 20 minutes. Using a butter knife, gently guide the knife around the outside of the muffin making sure it is away from the pan. Gently nudge under each brownie with the knife and lift removing from the tin. Makes 12"
1363,https://simple-veganista.com/1-bowl-vegan-peanut-butter-cookies/,VEGAN PEANUT BUTTER COOKIES,"1 cup natural peanut butter (270g), creamy or crunchy (or almond butter) | 1 cup coconut sugar or pure cane sugar* (192g) | 6 tablespoons almond milk, room temp | 2 teaspoons vanilla extract | 1 cup flour (120g), spelt, unbleached all-purpose, almond flour, or 1-1 gluten-free blend | 1 teaspoon baking soda** | generous pinch of mineral salt (only use if nut butter is unsalted)","Instructions Preheat the oven to 350 degrees F. Line a cookie sheet with silicone mat, parchment paper or leave ungreased. Make the dough: In a large bowl, add the peanut butter and sugar and mix until creamy. Stir in the almond milk and vanilla. Next, add the flour, baking soda, and salt, mix to combine. The dough will be tough to stir, using your hands to mix it together will be easier. Roll and flatten: Using a 1.5 tablespoon scooper, scoop out the dough and roll into balls, about 1 1/4 inch. Place the balls of dough about 2 1/2 inches apart on a baking sheet. Using the back of a fork, flatten in a crisscross pattern. Optionally, sprinkle with sugar or coarse salt. Bake: Place in the oven and bake for 10 � 13 minutes (13 minutes will yield a crispier cookie that�s tender inside). Let cool a few minutes, transfer cookies to wire rack and repeat with remaining dough. Makes 20 � 24 cookies. Store: Cookies can be stored in an airtight container on the counter for 5 days. They do well loosely covered on the counter for 2 � 3 days as well. To keep longer, store in the refrigerator for up to 2 weeks. To freeze: Let cookies cool completely, store in freezer safe container for up to 2 months."
4,https://veganuary.com/recipes/baked-apple-charlotte/,Baked Apple Charlotte,2 tbsp rapeseed oil | 75g pitted dates | 450g bramley apples - that's about 2 medium sized bramleys | 110g gluten free self-raising flour | 125ml dairy free milk - I use almond milk | 1 heaped tsp of egg replacer whisked together with 2 tbsp water | 175g soft light brown sugar or coconut sugar if going sugar free | For the icing: | 100g icing sugar | 1-2 tbsp water,"Preparation | Serves 9 | You will need an 8inch/23cm square baking tin for this recipe Method | Preheat the oven to 180c and line the baking tin with paper. | Chop the dates into small pieces and then peel and core the apples and cut into 2cm chunks. | Sift the flour into a large mixing bowl. Make a well in the centre and pour in the oil, dairy free milk and egg replacer and beat together with a wooden spoon until you have a smooth and glossy batter. | Add the sugar, dates and apple pieces and fold into the mixture until combined. Spoon the mixture into the lined baking tin and level the top with the back of a spoon. Bake in the oven for 45-50 minutes until golden and cooked through. | Remove from the oven and either serve hot with dairy free custard, ice cream or cream. Alternatively, lift the bake out using the baking paper as a lever and leave to cool completely on a wire rack. While the tray bake is cooling make up the icing. | Place the icing sugar into a mixing bowl, add the water and stir together until you have a smooth icing of dropping consistency. Once the tray bake has cooled completely, drizzle over the icing before cutting into squares and serving."
74,https://veganuary.com/recipes/chocolate-peanut-butter-chickpea-fridge-bars/,Chocolate and Peanut Butter Fridge Bars,"400g can of chickpeas, drained | 250g medjool dates, pitted | 4 tablespoons crunchy peanut butter | 5 tablespoons raw cacao | 3 tablespoons melted coconut oil | 1 teaspoon vanilla extract | 2 tablespoons cacao nibs | 2 tablespoons chopped hazelnuts, plus extra to scatter | 40g vegan chocolate | sea salt flakes","Method | Put the chickpeas, dates, peanut butter, cacao, coconut oil, vanilla and a generous pinch of sea salt into a food processor or high-speed blender. Blitz until you get a smooth mix. Now add the cacao nibs and hazelnuts, and pulse once to mix. | Line a 17 x 22cm baking tray with baking parchment then spoon the mix into the tray. Smooth out to the edges. | Gently melt the chocolate in a small bowl suspended over a small saucepan of boiling water. | Drizzle the melted chocolate over the mixture in the tray, then scatter with some chopped hazelnuts and sprinkle over a little salt. Refrigerate for at least 4 hours, or overnight, to firm up. | Remove from the tray and cut into squares. The bars are best kept in the fridge where they will keep for 3-4 days, or store in the freezer for up to a few weeks. | Tip: swap the peanut butter for almond butter and add a teaspoon of almond essence."
